BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
863,987,935,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
864,778,937,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
865,971,907,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
866,956,996,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
867,,972,"07/26/20 00:00:00",,"EA ",0,1.00,"07/12/20 00:00:00"
868,753,952,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
869,956,951,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
870,988,948,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
871,956,945,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
872,988,808,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
873,993,805,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
874,801,806,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
875,327,483,"05/26/20 00:00:00",,"EA ",3,1.00,"05/12/20 00:00:00"
876,398,487,"05/26/20 00:00:00",,"EA ",3,1.00,"05/12/20 00:00:00"
877,958,907,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
878,968,907,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
879,,964,"05/26/20 00:00:00",,"EA ",0,1.00,"05/12/20 00:00:00"
880,759,952,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
881,754,952,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
882,792,952,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
883,765,950,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
884,765,818,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
885,977,805,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
886,760,952,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
887,755,952,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
888,766,950,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
889,766,818,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
890,969,807,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
891,959,907,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
892,969,907,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
893,,749,"05/26/20 00:00:00",,"EA ",0,1.00,"05/12/20 00:00:00"
894,761,952,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
895,767,950,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
896,767,818,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
897,960,907,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
898,782,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
899,990,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
900,786,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
901,776,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
902,768,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
903,793,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
904,784,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
905,998,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
906,992,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
907,788,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
908,778,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
909,770,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
910,795,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
911,765,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
912,767,894,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
913,827,506,"05/26/20 00:00:00",,"EA ",2,2.00,"05/12/20 00:00:00"
914,818,510,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
915,829,513,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
916,779,824,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
917,768,826,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
918,798,827,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
919,781,824,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
920,998,826,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
921,770,826,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
922,800,827,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
923,765,826,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
924,767,826,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
925,785,515,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
926,789,519,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
927,787,515,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
928,751,519,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
929,966,522,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
930,791,519,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
931,753,519,"07/26/20 00:00:00",,"EA ",1,1.00,"07/12/20 00:00:00"
932,968,522,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
933,792,519,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
934,969,522,"05/26/20 00:00:00",,"EA ",1,1.00,"05/12/20 00:00:00"
935,401,524,"05/26/20 00:00:00",,"EA ",3,1.00,"05/12/20 00:00:00"
936,817,527,"05/26/20 00:00:00",,"EA ",2,36.00,"05/12/20 00:00:00"
937,828,527,"05/26/20 00:00:00",,"EA ",2,36.00,"05/12/20 00:00:00"
938,521,528,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
939,947,529,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
940,522,530,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
941,822,532,"05/26/20 00:00:00",,"EA ",2,4.00,"05/12/20 00:00:00"
942,817,930,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
943,815,921,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
944,927,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
945,917,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
946,918,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
947,919,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
948,920,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
949,830,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
950,831,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
951,832,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
952,904,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
953,905,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
954,906,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
955,743,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
956,744,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
957,745,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
958,746,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
959,739,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
960,740,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
961,741,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
962,742,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
963,736,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
964,737,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
965,738,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
966,722,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
967,723,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
968,724,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
969,725,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
970,726,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
971,727,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
972,728,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
973,729,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
974,730,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
975,731,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
976,732,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
977,733,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
978,734,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
979,735,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
980,833,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
981,834,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
982,835,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
983,836,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
984,838,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
985,839,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
986,840,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
987,680,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
989,718,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
990,719,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
991,720,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
992,721,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
993,717,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
994,903,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
995,903,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
996,895,495,"07/26/20 00:00:00",,"OZ ",2,8.00,"07/12/20 00:00:00"
997,895,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
998,896,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
999,896,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
1000,897,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
1001,897,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1002,898,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
1003,898,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1004,899,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1005,900,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1006,901,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1007,902,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1008,886,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
1009,890,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
1010,890,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1011,891,495,"07/26/20 00:00:00",,"OZ ",2,8.00,"07/12/20 00:00:00"
1012,891,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1013,892,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
1014,892,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
1015,893,495,"05/26/20 00:00:00",,"OZ ",2,8.00,"05/12/20 00:00:00"
1016,893,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1017,887,533,"07/26/20 00:00:00",,"EA ",2,1.00,"07/12/20 00:00:00"
1018,888,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1019,889,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1020,885,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1021,925,325,"07/26/20 00:00:00",,"EA ",2,2.00,"07/12/20 00:00:00"
1022,926,325,"05/26/20 00:00:00",,"EA ",2,2.00,"05/12/20 00:00:00"
1023,927,325,"05/26/20 00:00:00",,"EA ",2,2.00,"05/12/20 00:00:00"
1024,,797,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",0,1.00,"07/25/20 00:00:00"
1032,518,497,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,5.00,"07/25/20 00:00:00"
1037,750,952,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1041,789,718,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1043,985,808,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1044,798,806,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1045,985,935,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1047,763,994,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1053,962,945,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1059,955,996,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1068,971,907,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1071,,972,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",0,1.00,"07/25/20 00:00:00"
1079,759,952,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1080,765,950,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1091,969,807,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1105,768,826,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1107,770,826,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1109,765,826,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1111,767,826,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1116,751,519,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1119,753,519,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1124,522,530,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1129,917,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1137,904,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1145,739,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1151,722,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1152,727,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1160,733,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1165,834,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1167,720,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1178,895,495,"05/26/20 00:00:00","07/25/20 00:00:00","OZ ",1,9.00,"07/25/20 00:00:00"
1179,896,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1181,886,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1186,891,495,"05/26/20 00:00:00","07/25/20 00:00:00","OZ ",1,9.00,"07/25/20 00:00:00"
1187,892,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1188,887,533,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,2.00,"07/25/20 00:00:00"
1189,925,325,"05/26/20 00:00:00","07/25/20 00:00:00","EA ",1,3.00,"07/25/20 00:00:00"
1190,706,533,"05/26/20 00:00:00",,"EA ",2,1.00,"05/12/20 00:00:00"
1191,805,1,"08/09/20 00:00:00",,"EA ",2,1.00,"07/26/20 00:00:00"
1192,797,994,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1193,807,4,"06/09/20 00:00:00",,"EA ",2,8.00,"05/26/20 00:00:00"
1194,,984,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1195,,771,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1196,797,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1197,989,949,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1198,797,950,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1199,944,325,"06/09/20 00:00:00",,"EA ",2,2.00,"05/26/20 00:00:00"
1200,748,325,"06/09/20 00:00:00",,"EA ",2,2.00,"05/26/20 00:00:00"
1201,943,327,"08/09/20 00:00:00",,"EA ",2,1.00,"07/26/20 00:00:00"
1202,747,327,"06/09/20 00:00:00",,"EA ",2,1.00,"05/26/20 00:00:00"
1203,947,330,"06/09/20 00:00:00",,"EA ",2,2.00,"05/26/20 00:00:00"
1204,804,350,"08/09/20 00:00:00",,"EA ",3,1.00,"07/26/20 00:00:00"
1205,973,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1206,802,331,"06/09/20 00:00:00",,"EA ",3,2.00,"05/26/20 00:00:00"
1207,822,803,"06/09/20 00:00:00",,"EA ",2,1.00,"05/26/20 00:00:00"
1208,980,942,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1209,797,819,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1210,947,358,"06/09/20 00:00:00",,"IN ",2,40.00,"05/26/20 00:00:00"
1211,817,401,"06/09/20 00:00:00",,"EA ",2,1.00,"05/26/20 00:00:00"
1212,771,810,"08/09/20 00:00:00",,"EA ",1,1.00,"07/26/20 00:00:00"
1213,984,805,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1214,775,807,"08/09/20 00:00:00",,"EA ",1,1.00,"07/26/20 00:00:00"
1215,805,402,"06/09/20 00:00:00",,"EA ",2,1.00,"05/26/20 00:00:00"
1216,805,459,"06/09/20 00:00:00",,"EA ",2,1.00,"05/26/20 00:00:00"
1217,818,490,"06/09/20 00:00:00",,"EA ",2,36.00,"05/26/20 00:00:00"
1218,820,491,"06/09/20 00:00:00",,"EA ",2,36.00,"05/26/20 00:00:00"
1219,515,497,"06/09/20 00:00:00",,"EA ",2,4.00,"05/26/20 00:00:00"
1220,785,936,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1221,782,907,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1222,789,996,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1223,978,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1224,978,949,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1225,798,948,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1226,762,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1227,756,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1228,789,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1229,768,736,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1230,762,725,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1231,756,819,"08/09/20 00:00:00",,"EA ",1,1.00,"07/26/20 00:00:00"
1232,793,820,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1233,780,810,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1234,978,946,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1235,974,806,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1236,978,941,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1237,783,907,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1238,997,907,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1239,790,996,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1240,,799,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1241,979,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1242,966,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1243,979,949,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1244,799,948,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1245,763,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1246,757,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1247,790,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1248,991,925,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1249,777,744,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1250,998,737,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1251,975,835,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1252,757,819,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1253,794,820,"08/09/20 00:00:00",,"EA ",1,1.00,"07/26/20 00:00:00"
1254,781,810,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1255,979,946,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1256,975,806,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1257,979,941,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1258,966,941,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1259,784,907,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1260,998,907,"08/09/20 00:00:00",,"EA ",1,1.00,"07/26/20 00:00:00"
1261,791,996,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1262,,992,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1263,,788,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1264,,778,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1265,,770,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1266,,795,"06/09/20 00:00:00",,"EA ",0,1.00,"05/26/20 00:00:00"
1267,967,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1268,800,948,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1269,764,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1270,758,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1271,791,945,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1272,983,906,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1273,758,733,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1274,967,891,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1275,758,819,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1276,795,820,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1277,976,806,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1278,967,941,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1279,999,907,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1280,958,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1281,968,952,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1282,958,949,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1283,801,948,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1284,988,920,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1285,972,892,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1286,796,820,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1287,958,946,"06/09/20 00:00:00",,"EA ",1,1.00,"05/26/20 00:00:00"
1288,529,477,"06/09/20 00:00:00",,"EA ",3,1.00,"05/26/20 00:00:00"
1289,331,482,"06/09/20 00:00:00",,"EA ",4,1.00,"05/26/20 00:00:00"
